account_id,bank_district_id,frequency,date_opened,year,lor,disp_id,client_id,type,birth_number,client_district_id,birth_year,birth_day,birth_month,gender,age,age_group,total_credit,average_credit,frequency_credit,most_recent_credit_date,total_withdrawal,average_withdrawal,frequency_withdrawal,most_recent_withdrawal_date,client_district,client_region,loan_id,loan_status,had_granted_loan_in1997,creditcard_type,had_creditcard_issued_in1997
3181,42,POPLATEK MESICNE,930516,1993,3,3846,3846,OWNER,805711,27,1980,11,7,F,16,10,59036.6,1967.89,30,961231,95575.20000000006,2811.04,34,961231,Plzen - jih,west Bohemia,0,0,0,0,0
3210,1,POPLATEK MESICNE,930517,1993,3,3883,3883,OWNER,650927,18,1965,27,9,M,31,30,319534.8,13313.95,24,961231,341831.19999999995,7949.56,43,961231,Pisek,south Bohemia,0,0,0,0,0
489,16,POPLATEK MESICNE,930517,1993,3,588,588,OWNER,606020,61,1960,20,10,F,36,30,214522.89999999997,8580.92,25,961231,234731.20000000007,4514.06,52,961231,Trebic,south Moravia,0,0,0,0,0
947,59,POPLATEK MESICNE,930517,1993,3,1142,1142,OWNER,466119,59,1946,19,11,F,50,50,64524.700000000004,2081.44,31,961231,53223.19999999999,1108.82,48,961231,Kromeriz,south Moravia,0,0,0,0,0
3284,64,POPLATEK MESICNE,930517,1993,3,3975,3975,OWNER,545719,1,1954,19,7,F,42,40,98421.9,3936.88,25,961231,98239.20000000001,2455.98,40,961231,Hl.m. Praha,Prague,0,0,0,0,0
1610,52,POPLATEK MESICNE,930517,1993,3,1952,1952,OWNER,715309,52,1971,9,3,F,25,20,320941.4999999999,13372.56,24,961231,344551.19999999995,6625.98,52,961231,Usti nad Orlici,east Bohemia,0,0,0,0,0
4225,55,POPLATEK MESICNE,930518,1993,3,5093,5093,OWNER,495412,55,1949,12,4,F,47,40,290758.80000000005,12114.95,24,961231,315075.19999999995,9002.15,35,961231,Brno - venkov,south Moravia,0,0,0,0,0
1412,64,POPLATEK MESICNE,930518,1993,3,1711,1711,OWNER,625614,64,1962,14,6,F,34,30,187217.30000000002,7800.72,24,961231,196683.20000000004,2694.29,73,961231,Zlin,south Moravia,0,0,0,0,0
1937,36,POPLATEK MESICNE,930518,1993,3,2353,2353,OWNER,295917,4,1929,17,9,F,67,60,59780.5,2490.85,24,961231,53871.19999999999,1496.42,36,961231,Kladno,central Bohemia,0,0,0,0,0
991,39,POPLATEK MESICNE,930518,1993,3,1195,1195,OWNER,395122,39,1939,22,1,F,57,50,272452.89999999997,11352.2,24,961231,273371.2,5695.23,48,961231,Most,north Bohemia,0,0,0,0,0
1180,20,POPLATEK MESICNE,930519,1993,3,1421,1421,OWNER,565210,20,1956,10,2,F,40,40,204338.49999999997,8173.54,25,961231,203775.20000000004,5362.51,38,961231,Strakonice,south Bohemia,0,0,0,0,0
2758,70,POPLATEK MESICNE,930519,1993,3,3331,3331,OWNER,705205,70,1970,5,2,F,26,20,116246.3,3632.7,32,961231,104959.20000000001,2499.03,42,961231,Karvina,north Moravia,0,0,0,0,0
2711,58,POPLATEK MESICNE,930519,1993,3,3271,3271,OWNER,425103,58,1942,3,1,F,54,50,261516.9,10896.54,24,961231,270175.2,5297.55,51,961231,Jihlava,south Moravia,0,0,0,0,0
1652,74,POPLATEK MESICNE,930520,1993,3,2002,2002,OWNER,186126,70,1918,26,11,F,78,70,75742.90000000001,3155.95,24,961231,84139.20000000001,1912.25,44,961231,Karvina,north Moravia,0,0,0,0,0
3099,70,POPLATEK MESICNE,930520,1993,3,3748,3748,OWNER,305305,59,1930,5,3,F,66,60,73408.49999999999,3058.69,24,961231,78125.2,1775.57,44,961231,Kromeriz,south Moravia,0,0,0,0,0
11111,1,POPLATEK MESICNE,930520,1993,3,13349,13657,OWNER,635512,59,1963,12,5,F,33,30,89343.2,3884.49,23,961231,156874.20000000007,3735.1,42,961231,Kromeriz,south Moravia,0,0,0,0,0
9591,74,POPLATEK MESICNE,930520,1993,3,11496,11804,OWNER,441212,74,1944,12,12,M,52,50,272705.5,11362.73,24,961231,255717.60000000006,4735.51,54,961231,Ostrava - mesto,north Moravia,0,0,0,0,0
9828,11,POPLATEK MESICNE,930520,1993,3,11787,12095,OWNER,390227,47,1939,27,2,M,57,50,414251.1,17260.46,24,961231,400619.60000000003,9104.99,44,961231,Pardubice,east Bohemia,0,0,0,0,0
5385,44,POPLATEK TYDNE,930521,1993,3,6499,6499,OWNER,630201,44,1963,1,2,M,33,30,213045.80000000002,7101.53,30,961231,216733.59999999998,4334.67,50,961231,Chrudim,east Bohemia,0,0,0,0,0
23,30,POPLATEK MESICNE,930522,1993,3,29,29,OWNER,515911,30,1951,11,9,F,45,40,300651.8,12026.07,25,961231,291119.19999999995,6469.32,45,961231,Sokolov,west Bohemia,0,0,0,0,0
2645,54,POPLATEK MESICNE,930522,1993,3,3191,3191,OWNER,756105,56,1975,5,11,F,21,20,156135.89999999997,6245.44,25,961231,158019.20000000004,2025.89,78,961231,Breclav,south Moravia,0,0,0,0,0
2991,19,POPLATEK MESICNE,930522,1993,3,3612,3612,OWNER,625904,19,1962,4,9,F,34,30,291804.9,12158.54,24,961231,271255.2,3767.43,72,961231,Prachatice,south Bohemia,0,0,0,0,0
3469,76,POPLATEK MESICNE,930522,1993,3,4192,4192,OWNER,311121,72,1931,21,11,M,65,60,71437.6,2976.57,24,961231,71143.2,1580.96,45,961231,Olomouc,north Moravia,0,0,0,0,0
1851,55,POPLATEK MESICNE,930523,1993,3,2246,2246,OWNER,535801,55,1953,1,8,F,43,40,91220.59999999999,3257.88,28,961231,87063.20000000001,1934.74,45,961231,Brno - venkov,south Moravia,0,0,0,0,0
3844,67,POPLATEK MESICNE,930523,1993,3,4634,4634,OWNER,405309,67,1940,9,3,F,56,50,41642.3,1735.1,24,961231,39445.19999999999,1066.09,37,961231,Bruntal,north Moravia,0,0,0,0,0
1442,23,POPLATEK MESICNE,930523,1993,3,1750,1750,OWNER,641231,23,1964,31,12,M,32,30,239664.49999999994,9986.02,24,961231,238535.20000000007,4770.7,50,961231,Cheb,west Bohemia,0,0,0,0,0
3064,40,POPLATEK MESICNE,930523,1993,3,3705,3705,OWNER,655604,1,1965,4,6,F,31,30,138727.29999999996,4475.07,31,961231,133898.20000000004,1998.48,67,961231,Hl.m. Praha,Prague,0,0,0,0,0
3558,4,POPLATEK MESICNE,930523,1993,3,4293,4293,OWNER,596216,4,1959,16,12,F,37,30,572358.2,23848.26,24,961231,555556.1999999998,6613.76,84,961231,Kladno,central Bohemia,0,0,0,0,0
1534,1,POPLATEK MESICNE,930524,1993,3,1860,1860,OWNER,646031,1,1964,31,10,F,32,30,198356.40000000002,7934.26,25,961231,188827.20000000004,3312.76,57,961231,Hl.m. Praha,Prague,0,0,0,0,0
334,1,POPLATEK MESICNE,930524,1993,3,408,408,OWNER,785222,35,1978,22,2,F,18,10,249368.40000000005,9974.74,25,961231,213419.20000000004,3556.99,60,961231,Jablonec n. Nisou,north Bohemia,0,0,0,0,0
1786,1,POPLATEK MESICNE,930525,1993,3,2164,2164,OWNER,411029,47,1941,29,10,M,55,50,238636.9,9545.48,25,961231,215271.20000000004,4393.29,49,961231,Pardubice,east Bohemia,0,0,0,classic,1
1272,40,POPLATEK TYDNE,930525,1993,3,1535,1535,OWNER,361028,40,1936,28,10,M,60,60,122731.29999999999,5336.14,23,961231,173002.0,5766.73,30,961231,Teplice,north Bohemia,0,0,0,0,0
2436,67,POPLATEK MESICNE,930525,1993,3,2942,2942,OWNER,665603,67,1966,3,6,F,30,30,119625.79999999999,4785.03,25,961231,96935.20000000001,2550.93,38,961231,Bruntal,north Moravia,0,0,0,0,0
3796,53,POPLATEK MESICNE,930525,1993,3,4576,4576,OWNER,580627,53,1958,27,6,M,38,30,208997.1,8038.35,26,961231,194587.20000000004,4140.15,47,961231,Blansko,south Moravia,0,0,0,0,0
119,27,POPLATEK MESICNE,930525,1993,3,143,143,OWNER,780709,27,1978,9,7,M,18,10,281999.30000000005,11749.97,24,961231,278699.2,5687.74,49,961231,Plzen - jih,west Bohemia,0,0,0,0,0
3063,72,POPLATEK MESICNE,930526,1993,3,3704,3704,OWNER,620411,69,1962,11,4,M,34,30,43544.7,1814.36,24,961231,42585.19999999999,1038.66,41,961231,Jesenik,north Moravia,0,0,0,0,0
18,43,POPLATEK TYDNE,930526,1993,3,24,24,OWNER,395729,43,1939,29,7,F,57,50,238878.2,8237.18,29,961231,245716.0,7226.94,34,961231,Hradec Kralove,east Bohemia,0,0,0,0,0
11320,44,POPLATEK MESICNE,930526,1993,3,13607,13915,OWNER,741123,77,1974,23,11,M,22,20,226880.6,6302.24,36,961231,214875.20000000004,7958.34,27,961231,Vsetin,north Moravia,0,0,0,0,0
3888,39,POPLATEK MESICNE,930527,1993,3,4686,4686,OWNER,440702,39,1944,2,7,M,52,50,8100.0,1350.0,6,961008,7000.0,1166.67,6,961207,Most,north Bohemia,0,0,0,0,0
1584,30,POPLATEK MESICNE,930527,1993,3,1919,1919,OWNER,490504,30,1949,4,5,M,47,40,36921.799999999996,1538.41,24,961231,32111.19999999999,1003.47,32,961231,Sokolov,west Bohemia,0,0,0,0,0
5546,43,POPLATEK MESICNE,930528,1993,3,6698,6698,OWNER,525713,43,1952,13,7,F,44,40,341427.39999999997,13657.1,25,961231,295744.19999999995,7782.74,38,961231,Hradec Kralove,east Bohemia,0,0,0,0,0
2029,55,POPLATEK MESICNE,930529,1993,3,2464,2464,OWNER,450901,30,1945,1,9,M,51,50,900.0,900.0,1,960910,2000.0,500.0,4,961209,Sokolov,west Bohemia,0,0,0,0,0
10911,1,POPLATEK TYDNE,930529,1993,3,13104,13412,OWNER,540320,1,1954,20,3,M,42,40,290748.1,11629.92,25,961231,312302.0,5205.03,60,961231,Hl.m. Praha,Prague,0,0,0,0,0
2467,33,POPLATEK MESICNE,930529,1993,3,2978,2978,OWNER,485305,33,1948,5,3,F,48,40,298425.10000000003,11937.0,25,961231,267099.20000000007,5341.98,50,961231,Decin,north Bohemia,0,0,0,0,0
2962,1,POPLATEK MESICNE,930530,1993,3,3576,3576,OWNER,395315,1,1939,15,3,F,57,50,69910.70000000001,3495.54,20,961231,144722.20000000007,3529.81,41,961231,Hl.m. Praha,Prague,0,0,0,0,0
165,25,POPLATEK MESICNE,930601,1993,3,199,199,OWNER,230621,29,1923,21,6,M,73,70,83757.90000000001,3489.91,24,961231,82681.20000000001,1722.53,48,961231,Rokycany,west Bohemia,0,0,0,0,0
1617,45,POPLATEK MESICNE,930601,1993,3,1961,1961,OWNER,205604,31,1920,4,6,F,76,70,72460.5,3019.19,24,961231,81157.2,1764.29,46,961231,Tachov,west Bohemia,0,0,0,0,0
327,54,POPLATEK MESICNE,930602,1993,3,399,399,OWNER,520414,45,1952,14,4,M,44,40,214544.1,8251.7,26,961231,198459.20000000004,3307.65,60,961231,Jicin,east Bohemia,0,0,0,0,0
2068,21,POPLATEK MESICNE,930602,1993,3,2507,2507,OWNER,525826,37,1952,26,8,F,44,40,52601.799999999996,1948.21,27,961231,57363.19999999998,856.17,67,961231,Litomerice,north Bohemia,0,0,0,0,0
4448,60,POPLATEK MESICNE,930602,1993,3,5366,5366,OWNER,715920,60,1971,20,9,F,25,20,476251.3,15875.04,30,961231,473008.1999999999,8924.68,53,961231,Prostejov,south Moravia,0,0,0,classic,1
640,32,POPLATEK MESICNE,930602,1993,3,768,768,OWNER,315923,32,1931,23,9,F,65,60,53331.80000000002,2222.16,24,961231,48357.19999999999,1422.27,34,961231,Ceska Lipa,north Bohemia,0,0,0,0,0
510,1,POPLATEK TYDNE,930602,1993,3,613,613,OWNER,775810,1,1977,10,8,F,19,10,85825.90000000001,5048.58,17,961231,99277.0,2026.06,49,961231,Hl.m. Praha,Prague,0,0,0,0,0
2534,61,POPLATEK MESICNE,930603,1993,3,3059,3059,OWNER,771129,61,1977,29,11,M,19,10,83381.40000000002,2779.38,30,961231,75795.2,1579.07,48,961231,Trebic,south Moravia,0,0,0,0,0
1018,7,POPLATEK MESICNE,930603,1993,3,1222,1222,OWNER,396130,7,1939,30,11,F,57,50,48232.49999999999,2009.69,24,961231,43719.19999999999,971.54,45,961231,Melnik,central Bohemia,0,0,0,0,0
1285,65,POPLATEK MESICNE,930604,1993,3,1555,1555,OWNER,500914,30,1950,14,9,M,46,40,249106.8,10379.45,24,961231,251731.20000000004,5034.62,50,961231,Sokolov,west Bohemia,0,0,0,0,0
3670,27,POPLATEK MESICNE,930604,1993,3,4423,4423,OWNER,180524,27,1918,24,5,M,78,70,54690.1,2278.75,24,961231,54317.19999999999,1551.92,35,961231,Plzen - jih,west Bohemia,0,0,0,0,0
1743,51,POPLATEK MESICNE,930604,1993,3,2114,2114,OWNER,180821,51,1918,21,8,M,78,70,52709.40000000001,2196.23,24,961231,53903.19999999999,1497.31,36,961231,Trutnov,east Bohemia,0,0,0,0,0
3072,8,POPLATEK MESICNE,930605,1993,3,3714,3714,OWNER,536001,8,1953,1,10,F,43,40,290369.39999999997,12098.72,24,961231,296391.2,6443.29,46,961231,Mlada Boleslav,central Bohemia,0,0,0,0,0
2146,31,POPLATEK MESICNE,930605,1993,3,2596,2596,OWNER,611008,31,1961,8,10,M,35,30,259384.9,10807.7,24,961231,257035.20000000004,4673.37,55,961231,Tachov,west Bohemia,0,0,0,0,0
4576,27,POPLATEK MESICNE,930605,1993,3,5517,5517,OWNER,640313,57,1964,13,3,M,32,30,247237.10000000003,10301.55,24,961231,242983.20000000004,4338.99,56,961231,Hodonin,south Moravia,0,0,0,0,0
3258,53,POPLATEK MESICNE,930605,1993,3,3942,3942,OWNER,520813,53,1952,13,8,M,44,40,276954.19999999995,9550.14,29,961231,277482.19999999995,5440.83,51,961231,Blansko,south Moravia,0,0,0,0,0
2176,67,POPLATEK MESICNE,930606,1993,3,2635,2635,OWNER,666210,67,1966,10,12,F,30,30,424248.4,15151.73,28,961231,407407.4999999998,6466.79,63,961231,Bruntal,north Moravia,0,0,0,0,0
8934,51,POPLATEK MESICNE,930606,1993,3,10700,11008,OWNER,695519,51,1969,19,5,F,27,20,245507.6,5579.72,44,961231,241573.80000000005,5892.04,41,961231,Trutnov,east Bohemia,0,0,0,0,0
1999,70,POPLATEK MESICNE,930606,1993,3,2429,2429,OWNER,731122,70,1973,22,11,M,23,20,310361.3,12931.72,24,961231,305043.19999999995,4766.3,64,961231,Karvina,north Moravia,0,0,0,0,0
2741,15,POPLATEK MESICNE,930607,1993,3,3308,3308,OWNER,480216,15,1948,16,2,M,48,40,541001.9,18033.4,30,961231,507134.1999999999,14087.06,36,961231,Cesky Krumlov,south Bohemia,0,0,0,0,0
4427,32,POPLATEK MESICNE,930607,1993,3,5337,5337,OWNER,610502,1,1961,2,5,M,35,30,148639.49999999997,4644.98,32,961231,146875.20000000004,3582.32,41,961231,Hl.m. Praha,Prague,0,0,0,0,0
3682,70,POPLATEK MESICNE,930607,1993,3,4439,4439,OWNER,750325,70,1975,25,3,M,21,20,73618.8,2538.58,29,961231,71687.2,1838.13,39,961231,Karvina,north Moravia,0,0,0,0,0
2862,33,POPLATEK MESICNE,930607,1993,3,3458,3458,OWNER,530630,33,1953,30,6,M,43,40,314774.0,13115.58,24,961231,319663.19999999995,5240.38,61,961231,Decin,north Bohemia,0,0,0,0,0
3032,5,POPLATEK MESICNE,930607,1993,3,3662,3662,OWNER,310922,27,1931,22,9,M,65,60,80209.90000000001,3342.08,24,961231,85781.20000000001,1906.25,45,961231,Plzen - jih,west Bohemia,0,0,0,0,0
701,69,POPLATEK MESICNE,930608,1993,3,841,841,OWNER,810210,69,1981,10,2,M,15,10,88734.79999999999,2862.41,31,961231,63825.19999999999,2363.9,27,961231,Jesenik,north Moravia,0,0,0,0,0
6281,56,POPLATEK MESICNE,930608,1993,3,7586,7586,OWNER,735128,56,1973,28,1,F,23,20,148631.1,5308.25,28,961231,163689.70000000004,4307.62,38,961231,Breclav,south Moravia,0,0,0,0,0
306,16,POPLATEK MESICNE,930608,1993,3,373,373,OWNER,360228,16,1936,28,2,M,60,60,78211.59999999999,2896.73,27,961231,81979.20000000001,2102.03,39,961231,Jindrichuv Hradec,south Bohemia,0,0,0,0,0
1207,67,POPLATEK MESICNE,930608,1993,3,1458,1458,OWNER,380408,67,1938,8,4,M,58,50,250320.10000000003,10430.0,24,961231,249639.20000000004,5094.68,49,961231,Bruntal,north Moravia,0,0,0,0,0
1247,25,POPLATEK MESICNE,930608,1993,3,1505,1505,OWNER,715625,65,1971,25,6,F,25,20,166173.3,6923.89,24,961231,157998.20000000004,3853.61,41,961231,Znojmo,south Moravia,0,0,0,0,0
5343,64,POPLATEK MESICNE,930608,1993,3,6452,6452,OWNER,420717,64,1942,17,7,M,54,50,165831.7,6909.65,24,961231,187436.7,4571.63,41,961231,Zlin,south Moravia,0,0,0,0,0
5129,68,POPLATEK MESICNE,930608,1993,3,6191,6191,OWNER,521224,74,1952,24,12,M,44,40,602092.5,15052.31,40,961231,549472.1999999998,10773.96,51,961231,Ostrava - mesto,north Moravia,0,0,0,0,0
3713,14,POPLATEK TYDNE,930608,1993,3,4477,4477,OWNER,570118,74,1957,18,1,M,39,30,501594.7,14331.28,35,961231,431927.0,11673.7,37,961231,Ostrava - mesto,north Moravia,0,0,0,0,0
2327,19,POPLATEK MESICNE,930608,1993,3,2814,2814,OWNER,735210,19,1973,10,2,F,23,20,207055.2,8282.21,25,961231,213288.20000000004,5764.55,37,961231,Prachatice,south Bohemia,0,0,0,0,0
774,1,POPLATEK MESICNE,930608,1993,3,926,926,OWNER,810122,1,1981,22,1,M,15,10,101867.1,2546.68,40,961231,103425.20000000003,2721.72,38,961231,Hl.m. Praha,Prague,0,0,0,0,0
1990,1,POPLATEK MESICNE,930609,1993,3,2418,2418,OWNER,536227,1,1953,27,12,F,43,40,40269.49999999999,1677.9,24,961231,42831.19999999999,1098.24,39,961231,Hl.m. Praha,Prague,0,0,0,0,0
2388,30,POPLATEK MESICNE,930609,1993,3,2883,2883,OWNER,530226,30,1953,26,2,M,43,40,43201.799999999996,1800.07,24,961231,40671.19999999999,1270.97,32,961231,Sokolov,west Bohemia,0,0,0,0,0
3566,21,POPLATEK MESICNE,930609,1993,3,4303,4303,OWNER,785305,21,1978,5,3,F,18,10,71725.09999999999,2758.66,26,961231,82915.20000000001,1594.52,52,961231,Tabor,south Bohemia,0,0,0,0,0
10266,54,POPLATEK MESICNE,930610,1993,3,12317,12625,OWNER,581207,54,1958,7,12,M,38,30,574504.9,12766.78,45,961231,555279.4999999999,10476.97,53,961231,Brno - mesto,south Moravia,0,0,0,0,0
3771,22,POPLATEK MESICNE,930611,1993,3,4547,4547,OWNER,436230,9,1943,30,12,F,53,50,10515.5,618.56,17,961231,25575.19999999999,1217.87,21,961231,Nymburk,central Bohemia,0,0,0,0,0
1978,57,POPLATEK TYDNE,930611,1993,3,2403,2403,OWNER,635125,1,1963,25,1,F,33,30,446777.0,18615.71,24,961231,439147.5999999999,5489.34,80,961231,Hl.m. Praha,Prague,0,0,0,0,0
2022,72,POPLATEK MESICNE,930611,1993,3,2455,2455,OWNER,191104,72,1919,4,11,M,77,70,57204.1,2383.5,24,961231,58791.19999999999,1547.14,38,961231,Olomouc,north Moravia,0,0,0,0,0
3542,49,POPLATEK MESICNE,930611,1993,3,4275,4275,OWNER,575626,49,1957,26,6,F,39,30,41849.8,1743.74,24,961231,38149.19999999999,1059.7,36,961231,Semily,east Bohemia,0,0,0,0,0
1515,11,POPLATEK MESICNE,930611,1993,3,1836,1836,OWNER,445307,36,1944,7,3,F,52,50,366423.6,14093.22,26,961231,362106.19999999995,4828.08,75,961231,Liberec,north Bohemia,0,0,0,0,0
4171,28,POPLATEK MESICNE,930612,1993,3,5028,5028,OWNER,760410,28,1976,10,4,M,20,20,152875.09999999995,6369.8,24,961231,178871.20000000004,7154.85,25,961231,Plzen - sever,west Bohemia,0,0,0,0,0
433,20,POPLATEK MESICNE,930612,1993,3,521,521,OWNER,751225,69,1975,25,12,M,21,20,70456.59999999999,3708.24,19,961231,62325.19999999999,2225.9,28,961231,Jesenik,north Moravia,0,0,0,0,0
1373,47,POPLATEK MESICNE,930612,1993,3,1661,1661,OWNER,535416,47,1953,16,4,F,43,40,36562.899999999994,1523.45,24,961231,39903.19999999999,831.32,48,961231,Pardubice,east Bohemia,0,0,0,0,0
3246,54,POPLATEK MESICNE,930614,1993,3,3926,3926,OWNER,721001,54,1972,1,10,M,24,20,111014.9,3828.1,29,961231,125127.20000000003,2843.8,44,961231,Brno - mesto,south Moravia,0,0,0,0,0
1475,1,POPLATEK TYDNE,930614,1993,3,1788,1788,OWNER,500323,1,1950,23,3,M,46,40,292441.0,10831.15,27,961231,273607.0,6218.34,44,961231,Hl.m. Praha,Prague,0,0,0,0,0
3133,66,POPLATEK MESICNE,930614,1993,3,3789,3789,OWNER,641017,66,1964,17,10,M,32,30,257560.7,10302.43,25,961231,265951.2,4585.37,58,961231,Zdar nad Sazavou,south Moravia,0,0,0,0,0
2779,73,POPLATEK MESICNE,930615,1993,3,3356,3356,OWNER,740423,73,1974,23,4,M,22,20,227973.50000000003,9498.9,24,961231,228227.20000000004,3002.99,76,961231,Opava,north Moravia,0,0,0,0,0
135,75,POPLATEK MESICNE,930615,1993,3,162,162,OWNER,411017,65,1941,17,10,M,55,50,69943.9,2498.0,28,961231,69775.2,2114.4,33,961231,Znojmo,south Moravia,0,0,0,0,0
446,50,POPLATEK MESICNE,930615,1993,3,537,537,OWNER,350116,1,1935,16,1,M,61,60,317022.8,13209.28,24,961231,331727.19999999995,6143.1,54,961231,Hl.m. Praha,Prague,0,0,0,0,0
9093,47,POPLATEK MESICNE,930616,1993,3,10887,11195,OWNER,531205,58,1953,5,12,M,43,40,250723.5,6964.54,36,961231,263771.2,3613.3,73,961231,Jihlava,south Moravia,0,0,0,0,0
432,46,POPLATEK MESICNE,930616,1993,3,520,520,OWNER,475927,46,1947,27,9,F,49,40,92004.70000000001,3833.53,24,961231,103375.20000000001,2584.38,40,961231,Nachod,east Bohemia,0,0,0,0,0
2880,71,POPLATEK MESICNE,930616,1993,3,3482,3482,OWNER,415209,71,1941,9,2,F,55,50,229246.4,9169.86,25,961231,240087.20000000004,5001.82,48,961231,Novy Jicin,north Moravia,0,0,0,0,0
5767,72,POPLATEK MESICNE,930616,1993,3,6978,6978,OWNER,650405,38,1965,5,4,M,31,30,123964.50000000001,4591.28,27,961231,131995.20000000004,2237.21,59,961231,Louny,north Bohemia,0,0,0,0,0
1998,1,POPLATEK MESICNE,930617,1993,3,2428,2428,OWNER,465627,1,1946,27,6,F,50,50,308353.2,12848.05,24,961231,322475.19999999995,8486.19,38,961231,Hl.m. Praha,Prague,0,0,0,0,0
2554,36,POPLATEK MESICNE,930618,1993,3,3084,3084,OWNER,515824,23,1951,24,8,F,45,40,324276.2,13511.51,24,961231,342139.19999999995,7127.9,48,961231,Cheb,west Bohemia,0,0,0,0,0
2933,10,POPLATEK MESICNE,930618,1993,3,3542,3542,OWNER,390902,10,1939,2,9,M,57,50,585982.2,18311.94,32,961231,536408.1999999998,10517.81,51,961231,Praha - vychod,central Bohemia,0,0,0,0,0
773,15,POPLATEK MESICNE,930619,1993,3,925,925,OWNER,590813,54,1959,13,8,M,37,30,172223.5,6888.94,25,961231,180275.20000000004,2955.33,61,961231,Brno - mesto,south Moravia,0,0,0,0,0
4894,14,POPLATEK MESICNE,930620,1993,3,5911,5911,OWNER,351003,14,1935,3,10,M,61,60,383493.99999999994,15978.92,24,961231,382475.19999999995,6829.91,56,961231,Ceske Budejovice,south Bohemia,0,0,0,0,0
3969,39,POPLATEK MESICNE,930620,1993,3,4788,4788,OWNER,805427,39,1980,27,4,F,16,10,229795.79999999996,9574.82,24,961231,239863.20000000004,5214.42,46,961231,Most,north Bohemia,0,0,0,0,0
1277,31,POPLATEK MESICNE,930620,1993,3,1542,1542,OWNER,191208,31,1919,8,12,M,77,70,76343.59999999999,3180.98,24,961231,82645.2,1921.98,43,961231,Tachov,west Bohemia,0,0,0,0,0
5120,1,POPLATEK MESICNE,930621,1993,3,6178,6178,OWNER,406015,1,1940,15,10,F,56,50,547844.5,15652.7,35,961231,473535.6,8307.64,57,961231,Hl.m. Praha,Prague,0,0,0,0,0
738,34,POPLATEK MESICNE,930621,1993,3,886,886,OWNER,480202,34,1948,2,2,M,48,40,306939.8,12789.16,24,961231,271751.2,3672.31,74,961231,Chomutov,north Bohemia,0,0,0,gold,1
1299,1,POPLATEK MESICNE,930621,1993,3,1572,1572,OWNER,636212,1,1963,12,12,F,33,30,47739.5,1989.15,24,961231,49741.19999999999,1081.33,46,961231,Hl.m. Praha,Prague,0,0,0,0,0
148,8,POPLATEK MESICNE,930621,1993,3,178,178,OWNER,601222,8,1960,22,12,M,36,30,42333.1,1763.88,24,961231,46969.19999999998,745.54,63,961231,Mlada Boleslav,central Bohemia,0,0,0,0,0
899,72,POPLATEK MESICNE,930621,1993,3,1082,1082,OWNER,670223,9,1967,23,2,M,29,20,213254.09999999998,8885.59,24,961231,215559.20000000004,6339.98,34,961231,Nymburk,central Bohemia,0,0,0,0,0
3521,75,POPLATEK MESICNE,930622,1993,3,4251,4251,OWNER,600426,44,1960,26,4,M,36,30,794294.7999999999,20366.53,39,961231,764888.1999999998,15935.17,48,961231,Chrudim,east Bohemia,0,0,0,0,0
3786,21,POPLATEK MESICNE,930622,1993,3,4565,4565,OWNER,480303,14,1948,3,3,M,48,40,285392.9,12408.39,23,961231,291669.2,6340.63,46,961231,Ceske Budejovice,south Bohemia,0,0,0,0,0
886,1,POPLATEK MESICNE,930623,1993,3,1067,1067,OWNER,520514,1,1952,14,5,M,44,40,244132.30000000002,9765.29,25,961231,218583.20000000004,4553.82,48,961231,Hl.m. Praha,Prague,0,0,0,gold,1
5228,77,POPLATEK PO OBRATU,930623,1993,3,6317,6317,OWNER,575127,77,1957,27,1,F,39,30,647967.2,26998.63,24,961231,613887.0,10769.95,57,961231,Vsetin,north Moravia,0,0,0,0,0
702,12,POPLATEK MESICNE,930623,1993,3,842,842,OWNER,335703,12,1933,3,7,F,63,60,51287.59999999999,2136.98,24,961231,47451.19999999999,1437.92,33,961231,Pribram,central Bohemia,0,0,0,0,0
300,1,POPLATEK MESICNE,930623,1993,3,365,365,OWNER,300109,1,1930,9,1,M,66,60,84173.7,3507.24,24,961231,68661.19999999998,1525.8,45,961231,Hl.m. Praha,Prague,0,0,0,classic,1
1451,64,POPLATEK MESICNE,930624,1993,3,1760,1760,OWNER,230307,77,1923,7,3,M,73,70,79209.5,3300.4,24,961231,92163.20000000001,2048.07,45,961231,Vsetin,north Moravia,0,0,0,0,0
2940,54,POPLATEK MESICNE,930624,1993,3,3550,3550,OWNER,695914,54,1969,14,9,F,27,20,648951.2999999999,18541.47,35,961231,613454.2,11574.61,53,961231,Brno - mesto,south Moravia,0,0,0,0,0
1837,23,POPLATEK MESICNE,930624,1993,3,2228,2228,OWNER,405320,43,1940,20,3,F,56,50,294973.19999999995,12290.55,24,961231,284399.2,5687.98,50,961231,Hradec Kralove,east Bohemia,0,0,0,0,0
3954,22,POPLATEK MESICNE,930625,1993,3,4769,4769,OWNER,235123,22,1923,23,1,F,73,70,74835.9,3118.16,24,961231,70673.2,1682.7,42,961231,Domazlice,west Bohemia,0,0,0,0,0
885,1,POPLATEK MESICNE,930625,1993,3,1066,1066,OWNER,401018,1,1940,18,10,M,56,50,276056.7,11502.36,24,961231,247379.20000000004,3989.99,62,961231,Hl.m. Praha,Prague,0,0,0,0,0
2697,8,POPLATEK MESICNE,930626,1993,3,3255,3255,OWNER,705104,8,1970,4,1,F,26,20,114324.50000000001,3687.89,31,961231,102123.20000000003,1595.68,64,961231,Mlada Boleslav,central Bohemia,0,0,0,0,0
